alpha,k,accuracy,time
50,6,0.57988,"[0.82464,0.33512]","[0.553628,0.65648]",20147550949
50,10,0.58992,"[0.83136,0.34848]","[0.560639,0.673886]",20165567016
50,20,0.60112,"[0.85328,0.34896]","[0.56722,0.704003]",20119235488
50,50,0.59516,"[0.8872,0.30312]","[0.560073,0.728794]",20109377367
50,100,0.58344,"[0.91112,0.25576]","[0.550406,0.742108]",20217972371
50,150,0.57456,"[0.92856,0.22056]","[0.543653,0.755342]",20189965581
100,2,0.55756,"[0.85024,0.26488]","[0.536307,0.638819]",39573371668
100,4,0.5766,"[0.8292,0.324]","[0.55089,0.65481]",39510209850
100,6,0.58332,"[0.82496,0.34168]","[0.556173,0.661248]",39533808977
100,10,0.59832,"[0.8292,0.36744]","[0.567261,0.682669]",39544362863
100,20,0.60956,"[0.85592,0.3632]","[0.573396,0.715975]",39560277319
100,50,0.60124,"[0.89208,0.3104]","[0.564008,0.742016]",39467728997
100,100,0.58692,"[0.9164,0.25744]","[0.552394,0.754867]",39563010981
100,150,0.5766,"[0.93336,0.21984]","[0.544703,0.767383]",39529545467
500,2,0.55576,"[0.83224,0.27928]","[0.535906,0.624732]",195830783591
500,4,0.57804,"[0.81296,0.34312]","[0.553094,0.647201]",194641596670
500,6,0.59008,"[0.80936,0.3708]","[0.562618,0.660445]",194678490731
500,10,0.60264,"[0.80752,0.39776]","[0.572807,0.673895]",193902461324
500,20,0.61464,"[0.83504,0.39424]","[0.579567,0.705007]",188890459577
500,50,0.60844,"[0.87976,0.33712]","[0.570295,0.7371]",188914394401
500,100,0.59324,"[0.91464,0.27184]","[0.556757,0.76103]",188882583706
500,150,0.5808,"[0.93136,0.23024]","[0.547498,0.770343]",188871929467
1200,2,0.55592,"[0.822,0.28984]","[0.536497,0.619528]",630589561393
1200,4,0.5784,"[0.80736,0.34944]","[0.553775,0.644628]",628055278055
1200,6,0.58696,"[0.80424,0.36968]","[0.560618,0.653792]",628669233240
1200,10,0.59864,"[0.80848,0.3888]","[0.56948,0.669975]",627760380990
1200,20,0.60784,"[0.8376,0.37808]","[0.573887,0.699526]",628034472055
1200,50,0.6026,"[0.88784,0.31736]","[0.56533,0.738871]",569202832357
1200,100,0.58508,"[0.9208,0.24936]","[0.550902,0.758948]",554267579214
1200,150,0.57336,"[0.94168,0.20504]","[0.542242,0.778554]",554326550789
1500,2,0.56032,"[0.82648,0.29416]","[0.539365,0.628977]",814847399092
1500,4,0.58056,"[0.80632,0.3548]","[0.5555,0.646879]",811487780511
1500,6,0.58968,"[0.80544,0.37392]","[0.562647,0.657754]",864445079182
1500,10,0.60272,"[0.81072,0.39472]","[0.572542,0.67589]",902453222954
1500,20,0.61384,"[0.83848,0.3892]","[0.578549,0.706711]",896649473508
1500,50,0.60388,"[0.88472,0.32304]","[0.566518,0.736996]",872965105243
1500,100,0.5894,"[0.91864,0.26016]","[0.553905,0.761771]",906940246597
1500,150,0.57608,"[0.93896,0.2132]","[0.544085,0.777421]",915695789914
