alpha,k,accuracy,time
5,1,0.5332,"[0.56408,0.50232]","[0.531269,0.535385]",2125899352
5,2,0.52952,"[0.78752,0.27152]","[0.519472,0.560992]",2115386149
5,3,0.53792,"[0.5904,0.48544]","[0.534318,0.542367]",2139896095
5,5,0.5466,"[0.60408,0.48912]","[0.541795,0.552653]",2135678162
5,10,0.55616,"[0.72496,0.38736]","[0.541986,0.584783]",2133807962
5,25,0.57608,"[0.68264,0.46952]","[0.562714,0.596686]",2115286558
5,50,0.5736,"[0.73216,0.41504]","[0.555879,0.607779]",2113171746
5,75,0.57272,"[0.72808,0.41736]","[0.555481,0.605501]",2111973839
10,1,0.54788,"[0.58512,0.51064]","[0.544561,0.551733]",3476869207
10,2,0.53964,"[0.8088,0.27048]","[0.525768,0.58586]",3474518959
10,3,0.56064,"[0.61416,0.50712]","[0.554777,0.567909]",3470537089
10,5,0.56948,"[0.63488,0.50408]","[0.561443,0.579936]",3478642955
10,10,0.57368,"[0.74688,0.40048]","[0.554724,0.612729]",3492876245
10,25,0.5902,"[0.6996,0.4808]","[0.574007,0.615463]",3459028014
10,50,0.59344,"[0.76472,0.42216]","[0.569598,0.642127]",3466384986
10,75,0.59548,"[0.764,0.42696]","[0.571411,0.644021]",3499578079
15,1,0.55108,"[0.58104,0.52112]","[0.548192,0.554336]",4788099261
15,2,0.54672,"[0.8012,0.29224]","[0.530962,0.595145]",4767243669
15,3,0.56512,"[0.61272,0.51752]","[0.559459,0.571972]",4767660977
15,5,0.57032,"[0.62808,0.51256]","[0.563038,0.579504]",4767628763
15,10,0.57992,"[0.73872,0.42112]","[0.560656,0.617116]",4767910513
15,25,0.59632,"[0.69672,0.49592]","[0.580213,0.620521]",4768192508
15,50,0.5946,"[0.76696,0.42224]","[0.570349,0.644366]",4778664576
15,75,0.59848,"[0.7752,0.42176]","[0.572763,0.652314]",4780524112
20,1,0.54616,"[0.57184,0.52048]","[0.543905,0.548659]",6127394432
20,2,0.5396,"[0.79624,0.28296]","[0.526168,0.581361]",6107211394
20,3,0.5608,"[0.61032,0.51128]","[0.555321,0.567484]",6106953295
20,5,0.56824,"[0.6208,0.51568]","[0.561749,0.576256]",6097312413
20,10,0.5726,"[0.72832,0.41688]","[0.555359,0.605437]",6057485154
20,25,0.59216,"[0.68896,0.49536]","[0.577212,0.614286]",6051072556
20,50,0.59048,"[0.76712,0.41384]","[0.56686,0.639906]",6052492711
20,75,0.59636,"[0.77976,0.41296]","[0.5705,0.652179]",6055330043
50,1,0.56872,"[0.60976,0.52768]","[0.563507,0.574865]",15386984878
50,2,0.55504,"[0.81832,0.29176]","[0.536055,0.616255]",15308482931
50,3,0.57884,"[0.64008,0.5176]","[0.570237,0.589844]",15329850496
50,5,0.58624,"[0.65952,0.51296]","[0.575216,0.60105]",15345806880
50,10,0.58708,"[0.75808,0.41608]","[0.564888,0.63234]",15353547865
50,25,0.6006,"[0.72528,0.47592]","[0.580521,0.634019]",15376783615
50,50,0.5942,"[0.78896,0.39944]","[0.567793,0.654305]",15429999005
50,75,0.5966,"[0.79568,0.39752]","[0.569091,0.660508]",15671348717
100,1,0.56232,"[0.602,0.52264]","[0.557738,0.567692]",32842821862
100,2,0.55532,"[0.80208,0.30856]","[0.53704,0.609224]",32822840114
100,3,0.5802,"[0.6312,0.5292]","[0.572777,0.58931]",32839907351
100,5,0.58464,"[0.65016,0.51912]","[0.574834,0.597404]",32737324746
100,10,0.58064,"[0.74968,0.4116]","[0.560265,0.621827]",32939580468
100,25,0.5942,"[0.72824,0.46016]","[0.574286,0.628703]",32834015911
100,50,0.58768,"[0.80416,0.3712]","[0.561188,0.654628]",32934461950
100,75,0.58936,"[0.81488,0.36384]","[0.561583,0.662781]",32796212668
500,1,0.56032,"[0.5936,0.52704]","[0.556556,0.564621]",160648033675
500,2,0.55104,"[0.78632,0.31576]","[0.534708,0.596404]",160083734943
500,3,0.56692,"[0.61104,0.5228]","[0.561494,0.573397]",159976886834
500,5,0.56716,"[0.62216,0.51216]","[0.560505,0.575461]",161825892101
500,10,0.56476,"[0.73312,0.3964]","[0.548447,0.597636]",163302381281
500,25,0.57836,"[0.74904,0.40768]","[0.558418,0.618972]",163319595780
500,50,0.57096,"[0.85416,0.28776]","[0.545301,0.663653]",163315858172
500,75,0.57132,"[0.8696,0.27304]","[0.544671,0.67678]",163267786739
1200,1,0.57084,"[0.59736,0.54432]","[0.567272,0.574808]",526763776199
1200,2,0.55368,"[0.7848,0.32256]","[0.536711,0.599821]",512239736766
1200,3,0.57544,"[0.6068,0.54408]","[0.570988,0.580488]",501900678631
1200,5,0.5812,"[0.62712,0.53528]","[0.57437,0.589412]",502127971763
1200,10,0.57932,"[0.7396,0.41904]","[0.560065,0.616743]",502003357478
1200,25,0.58704,"[0.75336,0.42072]","[0.565314,0.630424]",502236642446
1200,50,0.57156,"[0.86368,0.27944]","[0.54517,0.672119]",502191267718
1200,75,0.57004,"[0.88888,0.2512]","[0.542768,0.69331]",502012571556
1500,1,0.57192,"[0.5984,0.54544]","[0.568303,0.575942]",750181240947
1500,2,0.55452,"[0.78576,0.32328]","[0.537279,0.601429]",747781872053
1500,3,0.57768,"[0.60712,0.54824]","[0.573361,0.58254]",668050333805
1500,5,0.58492,"[0.62856,0.54128]","[0.578103,0.593041]",659981587464
1500,10,0.58112,"[0.74528,0.41696]","[0.56107,0.620772]",681847962742
1500,25,0.59156,"[0.76496,0.41816]","[0.567983,0.640171]",657292176210
1500,50,0.57368,"[0.87136,0.276]","[0.546184,0.682088]",625145285965
1500,75,0.57124,"[0.8948,0.24768]","[0.543251,0.701882]",629819081945
