k,time
117,117912336
117,116803260
117,116775533
117,116465108
117,116774408
117,117910612
117,117051442
117,116428200
117,116842410
118,116400579
118,116817865
118,116659382
118,116083107
118,116247188
118,117049638
118,116946615
118,116759368
118,116817369
118,116761292
118,117243306
118,116918385
118,116096881
118,116483808
118,116395770
118,117074377
118,116927647
118,116455292
118,116606699
118,117409687
119,117004067
119,117283795
119,116177100
119,116417903
119,117682149
119,117581739
119,116727131
119,116797111
119,116359572
119,115986602
119,116525266
119,116544426
119,116275480
119,117888608
119,117224113
119,116127617
119,116546692
119,116136194
119,118075907
119,117344762
120,116705488
120,116607979
120,117304069
120,116688717
120,117036137
120,116944960
120,117024321
120,117552363
120,117737332
120,116428885
120,116132941
120,116731063
120,117784723
120,117060286
120,116216597
120,116301805
120,116504655
120,117211351
120,116286155
120,116325188
121,116781835
121,117742207
121,118739936
121,117076382
121,117568588
121,117017422
121,118421629
121,117265559
121,117318527
121,117350072
121,116991209
121,116253867
121,116474385
121,116579461
121,115994916
121,118265200
121,116843428
121,116887810
121,116929731
121,117619556
122,117869650
122,118036934
122,117103477
122,117112708
122,116460001
122,117157134
122,116406879
122,117040053
122,116882124
122,117580372
122,117006730
122,116546745
122,116777050
122,117489968
122,117694724
122,116971387
122,116952493
122,116762770
122,117418146
122,116884713
123,116715042
123,116759247
123,116903798
123,117721141
123,117529406
123,116746026
123,116608113
123,117304339
123,118024982
123,116884999
123,116767625
123,117294605
123,117126467
123,117570057
123,116925919
123,116249336
123,116710703
123,118026200
123,117219337
123,116288424
124,116686879
124,116791597
124,117859339
124,116742964
124,116351915
124,116308409
124,116564208
124,116370922
124,116656821
124,116379480
124,116279802
124,117345220
124,116924456
124,116797888
124,116175233
124,116690888
124,117249098
124,116366446
124,116577326
124,115818363
125,116388189
125,116869851
125,116578940
125,116568551
125,116349664
125,117366600
125,116775035
125,117000373
125,116227773
125,116435726
125,117568430
125,116313073
125,116441838
125,116558734
125,115981685
125,116537000
125,116723182
125,116166406
125,116289959
125,117092563
126,117260541
126,116391973
126,116451581
126,116337412
126,116837232
126,117060407
126,116827092
126,117276869
126,116494737
126,116874066
126,116370450
126,116719313
126,116357944
126,116874081
126,116635754
126,116667994
126,116327161
126,116684899
126,117318214
126,116922386
127,116338468
127,116198909
127,116414060
127,115960479
127,116594026
127,116263900
127,116423640
127,116454149
127,116675368
127,116470038
127,116743782
127,116711744
127,117318060
127,116455847
127,116415004
127,116603787
127,116374266
127,116442220
127,116145190
127,116894966
128,116190389
128,117209939
128,116490004
128,116441871
128,116169673
128,116680672
128,117140269
128,116713140
128,116163894
128,116295029
128,116349554
128,116440018
128,116469739
128,116665037
128,116258933
128,116911082
128,117111634
128,115817452
128,116213280
128,116629181
129,117170749
129,116141225
129,116678616
129,116310142
129,116448824
129,116252585
129,116120041
129,116755817
129,115996918
129,116638114
129,116673504
129,116748009
129,116729798
129,116559113
129,117501015
129,116409823
129,116231576
129,116297370
129,116534324
129,116465816
130,116148914
130,116120589
130,116800745
130,116836990
130,116812571
130,116393506
130,116906506
130,116442056
130,117219420
130,116733445
130,116281997
130,116489662
130,116682633
130,116845102
130,116427405
130,116580450
130,116488010
130,117226621
130,117165950
130,116632705
131,116090815
131,116614689
131,117449931
131,116550691
131,116489342
131,116320705
131,116252857
131,116349558
131,116295620
131,116041443
131,116886350
131,117205136
131,117295638
131,116509720
131,116413180
131,116861154
131,117789590
131,116990766
131,116610533
131,116623134
132,116975676
132,116828673
132,117229582
132,117102339
132,116656301
132,117220386
132,117027502
132,116775522
132,116838318
132,116694600
132,117797960
132,116874824
132,116672975
132,116749923
132,116631579
132,116773450
132,116714662
132,116999381
132,116806944
132,117030850
133,117856483
133,117289212
133,117853919
133,116909181
133,117614278
133,116659813
133,116688045
133,116684578
133,116418661
133,116957735
133,116919271
133,116523127
133,116756250
133,117668386
133,116904818
133,117398839
133,116865806
133,117058793
133,117323129
133,116940246
134,117411656
134,117400569
134,116865198
134,116894313
134,116862532
134,117318740
134,116603314
134,117506115
134,116679506
134,117045644
134,117487607
134,116899663
134,117423277
134,116949866
134,117387580
134,117178533
134,117637469
134,116715410
134,116974519
134,117430007
135,117453410
135,117686818
135,117250945
135,116693929
135,117059105
135,117854569
135,118140684
135,120269558
135,119357609
135,118005062
135,117099333
135,116630966
135,116704255
135,116878984
135,116986043
135,118397933
135,117867384
135,118563933
135,118447833
135,118291470
136,118087054
136,116832009
136,116742839
136,118003912
136,117429640
136,117102618
136,116918175
136,116747538
136,116601615
136,118047468
136,117526400
136,117008392
136,117539298
136,117584571
136,117298403
136,116614133
136,117590680
136,117169799
136,116698278
136,116422106
137,116229172
137,117043865
137,116755944
137,118316374
137,117184364
137,116959034
137,116979047
137,117727942
137,117858167
137,116712584
137,117210394
137,117025759
137,117111876
137,116438212
137,116705041
137,116655001
137,116792906
137,117881631
137,117071683
137,116769371
138,117327830
138,119000415
138,118398021
138,116735528
138,117010957
138,116953290
138,117226785
138,117299750
138,116537828
138,116021616
138,116533594
138,118046404
138,117218957
138,116778300
138,116337165
138,117099174
138,117383986
138,116855617
138,116643588
138,116689368
139,116912626
139,116770274
139,117063469
139,116125612
139,116670303
139,117752725
139,117195117
139,116766840
139,116762898
139,117269299
139,117179144
139,117056268
139,116712824
139,115772996
139,115875406
139,116196197
139,116190597
139,116148313
139,115817184
139,116732432
140,116178529
140,116477027
140,116295983
140,116964803
140,116605317
140,116041852
140,116391270
140,116232861
140,115788355
140,116671343
140,116433898
140,116619900
140,116218146
140,116738853
140,116261551
140,116188031
140,116557597
140,116412381
140,117317159
140,116170525
141,116620331
141,116443719
141,116439940
141,115750914
141,116027793
141,115896718
141,115913356
141,116827087
141,116228404
141,117950709
141,117949789
141,118865472
141,117260271
141,116402444
141,116572970
141,116846514
141,116435137
141,116441628
141,116025781
141,116457117
142,116446720
142,117391256
142,116400570
142,116144336
142,116476740
142,117377003
142,117262516
142,116695319
142,116721454
142,116299719
142,116465469
142,116216223
142,116535798
142,116632822
142,117742050
142,119146510
142,118004428
142,116021330
142,116007229
142,116729137
143,116920519
143,116707338
143,116272779
143,115974843
143,116139879
143,116313694
143,116782924
143,116886641
143,116239208
143,118144171
143,117090740
143,116452332
143,116294662
143,116861863
143,117137899
143,116371102
143,116274903
143,116059166
143,116200371
143,116406779
144,116740711
144,116943914
144,116210631
144,117156952
144,116689979
144,116321099
144,116175631
144,116745264
144,116790687
144,116706794
144,116607837
144,116290003
144,116131435
144,116442725
144,116474890
144,116735899
144,116596181
144,117194858
144,116608337
144,116378835
145,116405404
145,117031654
145,116853232
145,115836030
145,116671784
145,116795880
145,116551160
145,116072040
145,116459134
145,116496910
145,116084969
145,116803634
145,116596019
145,116455574
145,116941239
145,117259849
145,116715124
145,116331805
145,115918710
145,116441262
146,116459849
146,116461070
146,115991999
146,116385893
146,116363360
146,117322545
146,116740178
146,116334035
146,115885886
146,116766397
146,117275011
146,116211431
146,116377896
146,116393343
146,116278482
146,116590568
146,117334657
146,116864593
146,116799546
146,118219272
147,117216514
147,116679956
147,116215333
147,117543480
147,117299384
147,116488940
147,115949419
147,116713580
147,116696552
147,116559771
147,117116140
147,117033784
147,116368433
147,118238767
147,116563851
147,117229140
147,117244106
147,117309022
147,117618999
147,117300660
148,116441340
148,116741185
148,117119442
148,116485857
148,116885878
148,117168962
148,116661950
148,117865492
148,117257600
148,116466130
148,116695326
148,117346052
148,116697500
148,116935095
148,116645849
148,116523181
148,116256683
148,118018074
148,116373137
148,116688174
149,116902065
149,117478205
149,117556378
149,117211366
149,116755233
149,117834047
149,116885520
149,116937039
149,116604542
149,116702671
149,116674865
149,117111698
149,116976141
149,116625387
149,116776970
149,117471574
149,116986983
149,116637351
149,117005886
149,117100503
150,117075398
150,116693765
150,116586331
150,116512254
150,116569666
150,116593583
150,116262956
150,117203628
150,116541738
150,117576957
150,117040909
150,116985759
150,116465399
150,117492442
150,116812409
150,116755168
150,116768464
150,117015539
150,117167731
150,116553776
151,116797053
151,116996619
151,117178723
151,117943036
151,116979049
151,116921459
151,116613275
151,117855524
151,116980735
151,116670313
151,116889562
151,116601927
151,116080899
151,116429531
151,116347622
151,116953535
151,116701476
151,117129702
151,116668694
151,117232769
152,116272803
152,117816453
152,116788473
152,116618248
152,116231295
152,116728668
152,116226501
152,116541723
152,116411720
152,116057384
152,116455237
152,117143648
152,117113690
152,116662777
152,116551358
152,117011008
152,116644843
152,116254595
152,116361020
152,116674653
153,116964529
153,116094583
153,116205613
153,116813749
153,116123123
153,117072479
153,116553498
153,116411563
153,116806525
153,117251611
153,116108560
153,116156544
153,116103648
153,116265772
153,115898427
153,115979175
153,115821733
153,116315314
153,116558577
153,116552577
154,117634957
154,115903775
154,116208233
154,116990435
154,116894910
154,116472593
154,116696404
154,116284955
154,116409996
154,116288243
154,116556916
154,115901483
154,116366642
154,117469526
154,116520405
154,116369236
154,116746064
154,117305720
154,116858411
154,116351360
155,116488425
155,116452428
155,116317516
155,116196461
155,116431619
155,116166274
155,116757028
155,117026974
155,116554626
155,116019079
155,116309021
155,117122439
155,117016598
155,116126972
155,116555974
155,116478066
155,116671525
155,115982598
155,116024372
155,116288186
156,116526708
156,117065444
156,116734433
156,116490661
156,116161539
156,117446934
156,116704696
156,117283725
156,116321112
156,117027715
156,116262727
156,116794700
156,116205539
156,116227333
156,116397514
156,117351164
156,116888842
156,116452368
156,116513233
156,117042713
157,116363625
157,116721467
157,116927567
157,116742195
157,116894847
157,116923047
157,116942104
157,116447413
157,116561314
157,117208718
157,116845661
157,117074977
157,117144190
157,119190206
157,117428193
157,118145787
157,117769036
157,117380516
157,117026562
157,117518716
158,116758610
158,117346563
158,116826389
158,118634621
158,117502621
158,117120825
158,116758311
158,118325645
158,116952354
158,116430514
158,116748183
158,116773275
158,117091656
158,116803914
158,116526311
158,116965202
158,116916635
158,117252978
158,117024433
158,116907407
159,116396360
159,117774808
159,116805038
159,116852519
159,116413602
159,116481795
159,116833632
159,117115953
159,116593361
159,117193616
159,117047873
159,117201621
159,116721796
159,117002204
159,116526649
159,117547563
159,117020174
159,116970252
159,116898161
159,116627070
160,116415000
160,116740681
160,116991203
160,116449852
160,116999188
160,117609900
160,116876322
160,117363241
160,117792584
160,117878804
160,116893640
160,117029362
160,117187158
160,117254092
160,116815484
160,117022217
160,117098240
160,117083335
160,117509269
160,119419030
161,116752388
161,116556223
161,117611825
161,119159182
161,120347483
161,119047132
161,116882854
161,116681846
161,116601582
161,116488439
161,116985383
161,116723995
161,117114648
161,119587868
161,119076604
161,116433658
161,118423782
161,118661774
161,116704636
161,116932014
162,116852913
162,116796573
162,116495460
162,116435902
162,117055420
162,117094489
162,117181893
162,117729372
162,117075533
162,117691778
162,118049312
162,118105525
162,117128217
162,116749467
162,116977148
162,117132154
162,117332239
162,117270961
162,117080810
162,117172624
163,117841445
163,117962853
163,116876390
163,117130589
163,117528724
163,117945046
163,117118073
163,116543632
163,116922748
163,117262587
163,117300652
163,116770399
163,117177392
163,117364751
163,117438475
163,118365441
163,117048105
163,117749902
163,117756894
163,118129482
164,117514237
164,117607927
164,117228025
164,117304645
164,117628405
164,117818503
164,118138231
164,119420937
164,118180230
164,118840253
164,117846986
164,117739924
164,118731716
164,118106322
164,117933160
164,117791396
164,117780430
164,117238760
164,118190734
164,117715942
165,117684200
165,117129498
165,118216909
165,118062167
165,117529453
165,117357885
165,118399925
165,117507386
165,117454901
165,117547663
165,117892111
165,117397581
165,117208211
165,117127699
165,117079149
165,117593424
165,117864620
165,118414007
165,117403670
165,117394363
166,118723572
166,117834417
166,117155736
166,117581547
166,117716384
166,117415761
166,117934947
166,117469712
166,117206630
166,117366192
166,118140974
166,118116509
166,118797766
166,118685728
166,120358207
166,119083721
166,118563714
166,118462032
166,118780982
166,119259967
167,119916082
167,119683388
167,120108520
167,119995641
167,121382503
167,120054097
167,120371107
167,119968850
167,120886144
167,120530148
167,120291365
167,118206776
167,117703371
167,117670568
167,117240232
167,117660880
167,117123694
167,117488793
167,119304056
167,117999090
168,117132743
168,119341316
168,119757250
168,120261826
168,119208108
168,119900888
168,120024815
168,120165383
168,119978007
168,120611274
168,120043097
168,119331308
168,120102552
168,120450650
168,119889003
168,120197045
168,120914955
168,120040686
168,120436843
168,119878412
169,121119677
169,118263689
169,118447011
169,120550900
169,120585097
169,119540926
169,120409397
169,119633924
169,119994870
169,120275394
169,118081262
169,117837595
169,118374553
169,118498340
169,119786115
169,119390556
169,119458536
169,119922964
169,118526072
169,119789743
170,118712751
170,118518445
170,117998446
170,119885033
170,117899446
170,117903607
170,116771734
170,116586071
170,116677110
170,116739278
170,116330016
170,117052997
170,116809730
170,118348693
170,116606629
170,116434210
170,116888549
170,118510068
170,117147360
170,116604056
171,117130248
171,116833726
171,117281609
171,117991144
171,118126433
171,117404071
171,117892387
171,118055220
171,117274975
171,117102545
171,117404614
171,117980594
171,116867321
171,117028454
171,116938313
171,117724392
171,117987798
171,117689505
171,117455626
171,117716121
172,117452665
172,118610425
172,117779595
172,117268880
172,117774883
172,117923349
172,117569384
172,117239317
172,117234419
172,116965900
172,117173951
172,116772070
172,117127009
172,116789497
172,117316858
172,118608562
172,117292310
172,116610348
172,117767803
172,118208978
173,116937409
173,117160099
173,116949305
173,117135649
173,117844218
173,117669166
173,117240080
173,117442829
173,116865721
173,118169841
173,117246060
173,117046668
173,117728118
173,117859226
173,117045360
173,117049023
173,116968608
173,117502221
173,118330641
173,117840709
174,118775080
174,118348696
174,118505349
174,120279742
174,118181842
174,117885343
174,120154820
174,118878278
174,117625626
174,117930409
174,117146381
174,117435941
174,118828920
174,119163676
174,119319673
174,118788960
174,118179557
174,119303358
174,118019631
174,118703178
175,119729237
175,119246057
175,118383319
175,117883516
175,118436793
175,118419686
175,118191066
175,119160292
175,117521322
175,117487321
175,119311232
175,119237977
175,118153009
175,118060630
175,118820764
175,117614722
175,118152056
175,118072645
175,117542826
175,116822582
176,116891786
176,118259905
176,117737122
176,117292192
176,118331734
176,119402969
176,118513908
176,118834190
176,118572607
176,117941025
176,119375338
176,118099798
176,118137562
176,117458109
176,118078104
176,119126709
176,117427526
176,118593126
176,118577447
176,119107762
177,118330740
177,117956331
177,119333178
177,118434476
177,117988124
177,117695194
177,118440966
177,118481097
177,118634578
177,118840433
177,118749792
177,118327936
177,120045389
177,119331962
177,118958376
177,118448138
177,119789761
177,118613180
177,118860924
177,118268518
178,118628823
178,118769192
178,118976270
178,117682133
178,118759300
178,117679448
178,119287192
178,118083995
178,118407493
178,119521415
178,119931012
178,118248700
178,117571020
178,117737805
178,118002955
178,118420565
178,118279549
178,118555706
178,118475334
178,118829758
179,119612583
179,118659712
179,118537851
179,119525708
179,118657041
179,118538303
179,118025604
179,118625759
179,118058837
179,118535793
179,118193931
179,118204070
179,118041940
179,118960318
179,119355098
179,118633468
179,117898405
179,118940689
179,118996291
179,119431593
180,120137313
180,119414789
180,118468669
180,118851959
180,118811160
180,118147795
180,118250394
180,118515579
180,119117187
180,117622161
180,117453300
180,118708223
180,118382352
180,117095689
180,116944677
180,117047983
180,117116027
180,116963395
180,116555531
180,116949240
181,117776445
181,117966617
181,118998623
181,118147602
181,118111551
181,118428811
181,118281102
181,117418790
181,117568339
181,117858195
181,118456866
181,118007996
181,117978339
181,117805977
181,119039152
181,117364026
181,119458308
181,118009599
181,118693243
181,118414830
182,118185204
182,117990787
182,117787809
182,117729297
182,117941767
182,117744489
182,117846103
182,117238763
182,116836232
182,117597618
182,118201379
182,117991013
182,118160488
182,119129603
182,117727283
182,117943884
182,117594889
182,117978614
182,117796988
182,118189457
183,117665373
183,118193192
183,117915102
183,118472849
183,118278477
183,118294985
183,119372825
183,120641266
183,117632441
183,119571776
183,118110223
183,117045690
183,116926400
183,116808806
183,117018442
183,117037871
183,116756827
183,118325582
183,117081747
183,116811547
184,117801305
184,117875981
184,116788255
184,116996585
184,116363078
184,116698288
184,116000290
184,116279305
184,116648403
184,116929676
184,116379511
184,118067847
184,117251761
184,116308833
184,117414125
184,117610586
184,116936682
184,116781178
184,117067648
184,116354050
185,116516705
185,116834377
185,116748963
185,116836113
185,116752898
185,117362498
185,117051376
185,116537968
185,116744700
185,117104554
185,117160704
185,117000483
185,116805507
185,117040531
185,116436937
185,117113139
185,117220257
185,116667423
185,116780256
185,117924088
186,117422821
186,117204529
186,117748432
186,117572653
186,116456568
186,116786717
186,116940809
186,116756096
186,116755892
186,116195096
186,117414516
186,120315146
186,118488378
186,118776274
186,117138846
186,116525452
186,118620290
186,116791309
186,116426669
186,116508814
187,117137823
187,117625814
187,116758548
187,116448515
187,116718648
187,117143955
187,116155388
187,117857028
187,117137654
187,116976056
187,117620218
187,116799209
187,116216474
187,117079558
187,117045846
187,116743504
187,116862813
187,117383801
187,118915906
187,119402906
188,118738793
188,118430166
188,117548096
188,116327978
188,118170938
188,116426815
188,117102433
188,117556821
188,116623602
188,116254518
188,116656769
188,116153797
188,116097639
188,116243132
188,116253861
188,117116751
188,116942662
188,116576693
188,117343044
188,116670920
189,115958705
189,116070586
189,116340172
189,116804310
189,116447359
189,116600679
189,116417868
189,116180567
189,116324052
189,116715824
189,116935586
189,116601993
189,117406209
189,116748373
189,117400419
189,116589137
189,116940724
189,116389692
189,116391192
189,117476752
190,117217221
190,116472868
190,116484271
190,117429862
190,117007378
190,116927287
190,117355990
190,117377654
190,117069799
190,117505346
190,116399823
190,116931272
190,116721962
190,117628934
190,117195903
190,116948128
190,116714655
190,117856528
190,117321707
190,116938069
191,117791651
191,117304379
191,116983867
191,116979041
191,117154053
191,116590608
191,116936447
191,116693626
191,117176969
191,117177017
191,117317399
191,117660763
191,117280378
191,117219206
191,117635627
191,116953747
191,116825460
191,117153394
191,117462824
191,118425093
192,116573235
192,116851576
192,117293375
192,118225636
192,117526111
192,119269387
192,118424289
192,118284733
192,118569688
192,117458684
192,117150758
192,117284697
192,117352527
192,117861775
192,116816587
192,117411394
192,117057336
192,117112817
192,117572903
192,118095990
193,117678510
193,117538551
193,117956332
193,116790489
193,117621485
193,117011112
193,116786843
193,117500664
193,117399200
193,117008050
193,116902688
193,117376922
193,117322628
193,118187054
193,117099072
193,117507913
193,117417430
193,117802682
193,117359495
193,118124154
194,116783758
194,116976148
194,117262891
194,116652510
194,117004501
194,117441304
194,117224860
194,118098366
194,117394136
194,118760313
194,118283642
194,116917844
194,117193016
194,117390147
194,117890076
194,116753754
194,117078579
194,116876939
194,116629373
194,117245286
195,117054888
195,118847364
195,117633242
195,117931878
195,117215738
195,117373200
195,116348183
195,117305146
195,117157445
195,117239203
195,116751969
195,116743184
195,116344444
195,116947138
195,117208390
195,118000317
195,117713136
195,117250018
195,116989522
195,117063696
196,116989023
196,116702594
196,117326647
196,117289491
196,117356491
196,117053402
196,116630684
196,116416733
196,117272817
196,118679339
196,118562239
196,120194134
196,118339252
196,118059729
196,116354181
196,116730440
196,116918375
196,117830814
196,116964953
196,116773422
197,116368012
197,116333349
197,117031352
197,118520556
197,116906576
197,118355130
197,116989032
197,116303942
197,116048478
197,116554861
197,116778633
197,116854521
197,116995273
197,116685313
197,116945438
197,116228926
197,116850990
197,117415732
197,116877036
197,117612995
198,116717905
198,117020180
198,116700137
198,116121152
198,115747352
198,116538975
198,116670671
198,116814495
198,116848351
198,117175926
198,116645453
198,117297695
198,116339219
198,117235642
198,117646850
198,116869156
198,116848646
198,116237884
198,117004390
198,116940074
199,117753979
199,117333621
199,117056693
199,116733872
199,117652249
199,117980167
199,116918572
199,118344546
199,117361813
199,117063185
199,116810026
199,116784022
199,116724543
199,116541296
199,116473030
199,116921661
199,116890768
199,117180269
199,117008442
199,117327858
200,116547013
200,117622963
200,117077450
200,117688098
200,117496608
200,117500781
200,116807648
200,116476999
200,116841753
200,117426811
200,117800145
200,117249670
200,117147386
200,117288237
200,116603210
200,117022301
200,116574794
200,116364929
200,116717789
200,116241788
201,116316857
201,116375058
201,116161037
201,116599582
201,117134596
201,116893280
201,117204308
201,117183462
201,116544815
201,117450253
201,116336896
201,116721119
201,116931081
201,117920191
201,117940998
201,116702150
201,116588353
201,116172110
201,116993644
201,117325537
202,117529981
202,117524512
202,117144814
202,117576659
202,116727681
202,116419554
202,116713700
202,116833663
202,117014745
202,116772130
202,116430788
202,116630974
202,116510513
202,116706068
202,117059071
202,117421337
202,117115478
202,117185408
202,116702562
202,117147302
203,117052297
203,117421786
203,117018004
203,117014655
203,116932319
203,116835830
203,116687238
203,116833440
203,117081807
203,117906638
203,117432272
203,117419453
203,116892611
203,116890251
203,116721108
203,117095492
203,116876246
203,116748211
203,117009600
203,116492570
204,116649019
204,117297437
204,118081764
204,117652054
204,117417116
204,117495001
204,116374763
204,116882879
204,116619922
204,116979169
204,116912759
204,116709251
204,118016974
204,116834802
204,116686539
204,117089173
204,117230185
204,117809356
204,117588157
204,117591590
