accuracy,recall_at_k,precision_at_k
0.0487805,[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0],[0,0,0,-nan,0,0,0,0,0,0,0,-nan,0,0,-nan,0,0,-nan,-nan,-nan,0,-nan,-nan,0,-nan,0,0,-nan,0,-nan,0,-nan,-nan,0.5,-nan,-nan,0,0,0.5,-nan,-nan]
0.146341,[0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0,0,-nan,-nan,0,1,0,0,0.333333,0.25,-nan,0,1,-nan,-nan,0,-nan,0,-nan,0,0,-nan,-nan,-nan,0,0,-nan,0,0,0,0,-nan,1,-nan,-nan,-nan,-nan,0,-nan,-nan]
0.0487805,[0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0.25,0,-nan,0,0,-nan,-nan,0.5,-nan,-nan,0,-nan,0,0,-nan,0,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,-nan,-nan,0,-nan,0,0,-nan,0,0,-nan]
0.170732,[0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0],[0,0,0,0,-nan,0.2,1,0,0,0.2,0,-nan,0,0.5,0,0,-nan,-nan,0,0,0,0,-nan,-nan,-nan,-nan,0,0,0,-nan,0,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1,0.5,-nan]
0.097561,[0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,0.5,0,-nan,0,0,0,0,0,-nan,0,-nan,0,1,-nan,1,-nan,0,0,0,0,0,0,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-nan,1,-nan,-nan,-nan,-nan,0,0,0]
0.121951,[0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,1,-nan,0.5,-nan,-nan,0,-nan,-nan,0,0,-nan,0,0.333333,0.333333,0,-nan,-nan,0,0,0,-nan,0,0.25,-nan,0,0,-nan,-nan,-nan,0,-nan,-nan,0,-nan,-nan,-nan,0,-nan,-nan,-nan]
0.0731707,[0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,-nan,-nan,0,0,0,0,0,0,-nan,0,0,0.25,0.5,0,0,-nan,-nan,0,0,-nan,0,-nan,0,-nan,-nan,0,-nan,-nan,0,0,-nan,0,1,-nan,-nan,-nan,0,0,-nan,-nan]
0.097561,[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0],[0,0,0,0,-nan,0,0,0,0,0,0,-nan,0,0,0,0.333333,0,-nan,0.5,-nan,-nan,-nan,0,0,-nan,0,-nan,-nan,-nan,-nan,0,0,-nan,0.5,0,-nan,-nan,-nan,0.5,0,0]
0.170732,[0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0],[0,-nan,0,0.25,1,-nan,0.333333,0,0,0,0,-nan,0,0.5,0,0,0,-nan,1,-nan,-nan,0.25,-nan,-nan,-nan,-nan,-nan,0,0,-nan,0,-nan,-nan,0.333333,-nan,0,-nan,-nan,0,-nan,-nan]
0.097561,[0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0.5,0,-nan,0,-nan,-nan,0.25,0.5,-nan,-nan,-nan,-nan,0,-nan,0,0,0,0,-nan,0.5,0,-nan,0,-nan,-nan,-nan,-nan,0,0,-nan,-nan,0,0,-nan,-nan]
